query,gold_intent,rank,historical_customer,historical_support,similarity,intent_compatibility,combined_score
"<USER> iPhone 5S, iOS version 11.0.1, latest Spotify apps.",DEVICE_PLATFORM,1,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates!","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb",0.20867972544600627,0.5,0.2815097940845047
"<USER> iPhone 5S, iOS version 11.0.1, latest Spotify apps.",DEVICE_PLATFORM,2,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates! @spotifycares i tried it on web browser and it worked! 😊 @spotifycares desktop app still not working, but i got to see the cool thing (easter egg) so i’m ecstatic! 😊😊","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb @116128 hmm, let's see. could you confirm the exact spotify version of your desktop app? /kb",0.16741560577072123,0.5,0.2505617043280409
"<USER> iPhone 5S, iOS version 11.0.1, latest Spotify apps.",DEVICE_PLATFORM,3,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates! @spotifycares i tried it on web browser and it worked! 😊 @spotifycares desktop app still not working, but i got to see the cool thing (easter egg) so i’m ecstatic! 😊😊 @spotifycares 1.0.65.320.gac7a8e02","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb @116128 hmm, let's see. could you confirm the exact spotify version of your desktop app? /kb @116128 thanks! it's not ideal, but a clean reinstall of the app should help out: https://t.co/eqisdmwzat. let us know how it plays out /kb",0.1576630011035566,0.5,0.24324725082766746
"<USER> No, the app simply cant find the roku app, 2 diffrent rokus 2 diffrent networks. This is all it does. <URL>",DEVICE_PLATFORM,1,"@115888 the app is killing #phone #battery fixing this problem? how is this okay. i guess you are getting the money without any complaints @spotifycares spotify 8.4.24.871 android version 7.0 device: a brand new huawei mate 9 . i will look like an ass if it's a matter of just updates😊 @spotifycares over all connection, i get this notification from the phone as for loving in and out i did a fresh install, no luck!","@116387 hey! what device, operating system, and spotify version are you using? we'll see what we can suggest /cb @116387 thanks. is it happening over 3g/4g, wifi, or both? does logging out, fully closing the app, and restarting your device help? /kc @116387 can you dm us your account's email address? we'll check things out /kc https://t.co/ldfdzrinat",0.25459797551537516,0.375,0.2846984816365314
"<USER> No, the app simply cant find the roku app, 2 diffrent rokus 2 diffrent networks. This is all it does. <URL>",DEVICE_PLATFORM,2,@115888 the app is killing #phone #battery fixing this problem? how is this okay. i guess you are getting the money without any complaints @spotifycares spotify 8.4.24.871 android version 7.0 device: a brand new huawei mate 9 . i will look like an ass if it's a matter of just updates😊,"@116387 hey! what device, operating system, and spotify version are you using? we'll see what we can suggest /cb @116387 thanks. is it happening over 3g/4g, wifi, or both? does logging out, fully closing the app, and restarting your device help? /kc",0.2183778389076838,0.375,0.25753337918076286
"<USER> No, the app simply cant find the roku app, 2 diffrent rokus 2 diffrent networks. This is all it does. <URL>",DEVICE_PLATFORM,3,@115888 the app is killing #phone #battery fixing this problem? how is this okay. i guess you are getting the money without any complaints,"@116387 hey! what device, operating system, and spotify version are you using? we'll see what we can suggest /cb",0.2865316503933574,0.125,0.24614873779501803
<USER> Legit it's the only reason why I think people use pandora instead of Spotify. Waking up to your favorite song would be amazing. There's a lot of opportunity here if you do it correctly.,FEATURE_REQUEST,1,"spotify really needs a feature to add songs to multiple playlists at once. @spotifycares @spotifycares i've dragged so many songs to the same playlists over + over. one of the aims of technology is to make everyday tasks easier, right? =] @spotifycares thanks! @spotifycares hi. my @115888 playlists idea's status got changed + can't receive any votes. they sent me a link to a ""similar idea"", but it's closed. @spotifycares thanks. here's the link: https://t.co/luc4fidrim @spotifycares what keywords besides ""playlist"", ""playlists"", + ""song"" would i use?","@116393 hey daniel this sounds like a great idea! suggest it in our community at https://t.co/rtdvyzof32 and get support from other users /bh @116393 you're welcome! if anything else comes up, we're just one tweet away. have a https://t.co/cpbdpiav92 🙂 /bh @116393 hi daniel! can you send us the link to the idea you posted? we'll take a look at what happened 🙂 /nh @116393 2: resending your ideas and using keywords that will help your idea easier to find /rb @116393 we suggest using keywords similar to those used in the suggested idea. if you need anything else, give us a shout /rb",0.20559579039482492,0.2857142857142857,0.22562541422469012
<USER> Legit it's the only reason why I think people use pandora instead of Spotify. Waking up to your favorite song would be amazing. There's a lot of opportunity here if you do it correctly.,FEATURE_REQUEST,2,"spotify really needs a feature to add songs to multiple playlists at once. @spotifycares @spotifycares i've dragged so many songs to the same playlists over + over. one of the aims of technology is to make everyday tasks easier, right? =] @spotifycares thanks! @spotifycares hi. my @115888 playlists idea's status got changed + can't receive any votes. they sent me a link to a ""similar idea"", but it's closed. @spotifycares thanks. here's the link: https://t.co/luc4fidrim @spotifycares what keywords besides ""playlist"", ""playlists"", + ""song"" would i use? @spotifycares i feel like my idea has similar keywords as the one i was told to go to – that's closed and can no longer be voted on.","@116393 hey daniel this sounds like a great idea! suggest it in our community at https://t.co/rtdvyzof32 and get support from other users /bh @116393 you're welcome! if anything else comes up, we're just one tweet away. have a https://t.co/cpbdpiav92 🙂 /bh @116393 hi daniel! can you send us the link to the idea you posted? we'll take a look at what happened 🙂 /nh @116393 2: resending your ideas and using keywords that will help your idea easier to find /rb @116393 we suggest using keywords similar to those used in the suggested idea. if you need anything else, give us a shout /rb @116393 we hear you. rest assured, your feedback will be passed on to the right folks /rb",0.20036168483259478,0.2857142857142857,0.22169983505301752
<USER> Legit it's the only reason why I think people use pandora instead of Spotify. Waking up to your favorite song would be amazing. There's a lot of opportunity here if you do it correctly.,FEATURE_REQUEST,3,"@spotifycares why is this album on spotify if it's not playable? it would be super if was available, this is #2ne1 playlist would be complete if it had all the songs from their first mini album https://t.co/ndn2hbtdfl @spotifycares i doubt it :/ but thank you for replying!","@116384 hey there! sometimes content gets temporarily removed because of licensing changes. hopefully we'll have them available again soon /mt @116384 you're welcome. not to worry, we'll pass on your feedback to the right team. if you ever need us again, just say the word. we're always here for you /mt",0.28453945761082294,0.0,0.21340459320811722
<USER> It's ok.. I'm planning to renew my premium a few month from now,SUBSCRIPTION_PREMIUM,1,unli skips. unli fun. 3 months of premium for ₱9. https://t.co/q2yblhp7u6 @115888 im already a premium user can i still avail this promo?,"@116378 hey there, help's here! could you dm us your account's email address and username? we'll take a look backstage /cg https://t.co/ldfdzrinat",0.22336103799914608,0.16666666666666666,0.20918744516602622
<USER> It's ok.. I'm planning to renew my premium a few month from now,SUBSCRIPTION_PREMIUM,2,unli skips. unli fun. 3 months of premium for ₱9. https://t.co/8zrlqnpqtf @115888 why?? https://t.co/ycudolf2za @spotifycares i'm using my facebook account as a method to log in.,@116386 hey! could you dm us your account’s email address? we’ll check this out backstage /cg https://t.co/ldfdzrinat @116386 we see. could you dm us your facebook profile's email address? we'll help out there /cg https://t.co/ldfdzrinat,0.19045014960401874,0.16666666666666666,0.1845042788696807
<USER> It's ok.. I'm planning to renew my premium a few month from now,SUBSCRIPTION_PREMIUM,3,will changing my password stop this person from using my @spotifycares? https://t.co/vhjywgo25j,@117482 hey richard! we’re sorry to hear that. check out https://t.co/qhn3ok8y2n for what to do next /ch,0.21048286631935875,0.0,0.15786214973951906
"<USER> Just mentioned that your service wanted me to input my credit card information after couple of months having student discount, no discount.",SUBSCRIPTION_PREMIUM,1,3 months of premium is just rm2. play music offline wherever you go. https://t.co/nr8m1viwk4 @115888 only credit card??,@116383 hey! the cavalry's here. can you dm us your account's username or email address? we'll take a look under the hood /js https://t.co/ldfdzrinat,0.3952630567395363,0.16666666666666666,0.3381139592213189
"<USER> Just mentioned that your service wanted me to input my credit card information after couple of months having student discount, no discount.",SUBSCRIPTION_PREMIUM,2,@spotifycares https://t.co/rlvnj5ifow - you having a party without me?,"@116376 hey tom! not to worry, we're more than happy to bring the party to your place. would you mind sending this invite out to everyone you know? https://t.co/lwycwf8wkc 🎉 /tb",0.312593485385722,0.0,0.23444511403929152
"<USER> Just mentioned that your service wanted me to input my credit card information after couple of months having student discount, no discount.",SUBSCRIPTION_PREMIUM,3,"@116380 hey guys, i tried to update my payment method and add my aussie visa credit card but it tell me that the card is for a ""non-spotify country""? i'm trying to migrate my account from france to australia since i live here now and i can't do that unless i use an aussie card @116381 hey hey! thanks for reaching out! @spotifycares, could you help out with pascal's payment update?",@116380 @116381 hey pazcal! could you send us a dm with your account's email address? we'll take a look backstage /mj https://t.co/ldfdzrinat,0.2784577927032111,0.0,0.20884334452740833
"<USER> And yet again, on iPhone 7 those same tracks will just not play",PLAYBACK,1,"@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work. @spotifycares nothing, same problem seems to be happening to a lot of people.","@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl @116887 we understand. can you check if the steps here do the trick: https://t.co/cxght0bcr8? /pl",0.1631671460239854,0.375,0.21612535951798906
"<USER> And yet again, on iPhone 7 those same tracks will just not play",PLAYBACK,2,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work.,"@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl",0.159086109973343,0.375,0.21306458248000726
"<USER> And yet again, on iPhone 7 those same tracks will just not play",PLAYBACK,3,"@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work. @spotifycares nothing, same problem seems to be happening to a lot of people. @spotifycares didn’t work","@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl @116887 we understand. can you check if the steps here do the trick: https://t.co/cxght0bcr8? /pl @116887 hmm. can you dm us your account's email address or username? we'll take a look backstage /km https://t.co/ldfdzrinat",0.1585014684324627,0.375,0.21262610132434703
<USER> That trio of lines has worn pretty thin now!😩This really needs to be a priority when #Roku users must pay for premium to even use the app!🤨😒,SUBSCRIPTION_PREMIUM,1,"@spotifycares @115890 groove music quits &amp; redirect to spotify. but the w10m app is a bugfest.. any further updates possible? @spotifycares 2/2... and there is no way to manage albums (recently added e.g.) in the app. it's a mess 😲 https://t.co/rlwuqllt8s @spotifycares yes, multiple times. no changes. i am premium user an when @115890 send us users to spotify there should be a bugfree running app 🤨","@115889 hey there! that doesn't sound good. what's happening exactly? can you let us know the app version you're using? /pb @115889 got it. it's not possible at the moment, but we'll pass on the the suggestion. could you try reinstalling the app? /pb @115889 sorry to hear that. the spotify app on windows phone is currently in maintenance mode. more info here: https://t.co/ksq4qse4de /rs",0.25521213511236435,0.16666666666666666,0.2330757680009399
<USER> That trio of lines has worn pretty thin now!😩This really needs to be a priority when #Roku users must pay for premium to even use the app!🤨😒,SUBSCRIPTION_PREMIUM,2,unli skips. unli fun. 3 months of premium for ₱9. https://t.co/q2yblhp7u6 @115888 im already a premium user can i still avail this promo?,"@116378 hey there, help's here! could you dm us your account's email address and username? we'll take a look backstage /cg https://t.co/ldfdzrinat",0.22509179357587783,0.16666666666666666,0.21048551184857503
<USER> That trio of lines has worn pretty thin now!😩This really needs to be a priority when #Roku users must pay for premium to even use the app!🤨😒,SUBSCRIPTION_PREMIUM,3,@spotifycares can't access my account. annoyed that i have to tweet to get tech support for a service i pay for 😡,@117525 hey alex! can you dm us your account's email address or username? we'll take a look backstage /rh https://t.co/ldfdzrinat,0.24213809070432965,0.0,0.18160356802824723
<USER> What do you mean pricing varies by payment mode? Can I avail the 9 pesos for 3 months using BDO Debit Card or Gcash Mastercard?,BILLING_PAYMENT,1,"all clear! everything’s looking good again. enjoy the tunes. @117153 i can't seem to get in due to the card or payment provider, yet i checked my card and it is 100% fine. can you please fix this?","@117441 hi there! can you dm us your account's email address or username, and a screenshot of the error message? we'll take a look backstage /nq https://t.co/ldfdzrinat",0.2924894752179512,0.125,0.2506171064134634
<USER> What do you mean pricing varies by payment mode? Can I avail the 9 pesos for 3 months using BDO Debit Card or Gcash Mastercard?,BILLING_PAYMENT,2,"@116380 hey guys, i tried to update my payment method and add my aussie visa credit card but it tell me that the card is for a ""non-spotify country""? i'm trying to migrate my account from france to australia since i live here now and i can't do that unless i use an aussie card @116381 hey hey! thanks for reaching out! @spotifycares, could you help out with pascal's payment update?",@116380 @116381 hey pazcal! could you send us a dm with your account's email address? we'll take a look backstage /mj https://t.co/ldfdzrinat,0.23218007959057368,0.125,0.20538505969293025
<USER> What do you mean pricing varies by payment mode? Can I avail the 9 pesos for 3 months using BDO Debit Card or Gcash Mastercard?,BILLING_PAYMENT,3,3 months of premium is just rm2. play music offline wherever you go. https://t.co/nr8m1viwk4 @115888 only credit card??,@116383 hey! the cavalry's here. can you dm us your account's username or email address? we'll take a look under the hood /js https://t.co/ldfdzrinat,0.23974737118054953,0.0,0.17981052838541214
<USER> Turns out it's my crappy <USER> headphones causing the problem. Nevermind!,PLAYBACK,1,"@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work. @spotifycares nothing, same problem seems to be happening to a lot of people.","@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl @116887 we understand. can you check if the steps here do the trick: https://t.co/cxght0bcr8? /pl",0.14774807492627126,0.375,0.20456105619470344
<USER> Turns out it's my crappy <USER> headphones causing the problem. Nevermind!,PLAYBACK,2,"@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work. @spotifycares nothing, same problem seems to be happening to a lot of people. @spotifycares didn’t work","@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl @116887 we understand. can you check if the steps here do the trick: https://t.co/cxght0bcr8? /pl @116887 hmm. can you dm us your account's email address or username? we'll take a look backstage /km https://t.co/ldfdzrinat",0.14352329745622355,0.375,0.20139247309216768
<USER> Turns out it's my crappy <USER> headphones causing the problem. Nevermind!,PLAYBACK,3,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full,@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb,0.0962992448875154,0.375,0.16597443366563655
"<USER> i can't search for artists, I can't play songs and everything takes AGES to load and whatever I'm trying to do doesn't work",APP_TECHNICAL,1,"@spotifycares add lyrics to all songs on ur app pls, apple music can do it u can too","@117452 hey! if you’re premium, you can connect your spotify account to the musixmatch mobile app to enjoy lyrics: https://t.co/scvbrh6mhl /js",0.30798500340743074,0.125,0.26223875255557305
"<USER> i can't search for artists, I can't play songs and everything takes AGES to load and whatever I'm trying to do doesn't work",APP_TECHNICAL,2,"@spotifycares what happened to the ios tap and hold to preview a song feature? i loved it for queuing songs to a playlist. @spotifycares that stinks. can you make it a feature, off by default, that i can enable? @spotifycares i used to use that feature as an example of great ux. 😂🙈🙉🙊","@116885 hey! we have more info about this here: https://t.co/pxbcq8glsi. give us a shout if you have any questions /rh @116885 we hear you. we can’t make any promises but we’ll pass your feedback onto the right folks /rh @116885 we understand. don't worry, we'll let the right team know it's something you'd like to see again /ns",0.22323466053903274,0.125,0.19867599540427455
"<USER> i can't search for artists, I can't play songs and everything takes AGES to load and whatever I'm trying to do doesn't work",APP_TECHNICAL,3,"@spotifycares what happened to the ios tap and hold to preview a song feature? i loved it for queuing songs to a playlist. @spotifycares @116885 i can't fathom why you'd get rid of such an unique, useful feature. us heavy-users feel truly alienated/betrayed. please make this right!","@116885 hey! we have more info about this here: https://t.co/pxbcq8glsi. give us a shout if you have any questions /rh @116886 hey paula, we appreciate your feedback! don't worry, we'll let our devs know this is something you'd like to see again /gk",0.2073578370618043,0.125,0.18676837779635322
<USER> I am waiting my sister for sending her mail account.,OTHER,1,@117153 y'all charged my account 8 times ..... uhhh,@117213 hey there! could you send us a dm with your account's email address? we'll take a look backstage /fr https://t.co/ldfdzrinat,0.3676128771368723,0.0,0.2757096578526542
<USER> I am waiting my sister for sending her mail account.,OTHER,2,@spotifycares can't access my account. annoyed that i have to tweet to get tech support for a service i pay for 😡,@117525 hey alex! can you dm us your account's email address or username? we'll take a look backstage /rh https://t.co/ldfdzrinat,0.2893259741255252,0.0,0.2169944805941439
<USER> I am waiting my sister for sending her mail account.,OTHER,3,unli skips. unli fun. 3 months of premium for ₱9. https://t.co/8zrlqnpqtf @115888 why?? https://t.co/ycudolf2za @spotifycares i'm using my facebook account as a method to log in.,@116386 hey! could you dm us your account’s email address? we’ll check this out backstage /cg https://t.co/ldfdzrinat @116386 we see. could you dm us your facebook profile's email address? we'll help out there /cg https://t.co/ldfdzrinat,0.26429285657591695,0.0,0.1982196424319377
"<USER> I did, please bring this feature back! 😢 it was the most helpful tool for discovering new music",FEATURE_REQUEST,1,"@spotifycares what happened to the ios tap and hold to preview a song feature? i loved it for queuing songs to a playlist. @spotifycares @116885 i can't fathom why you'd get rid of such an unique, useful feature. us heavy-users feel truly alienated/betrayed. please make this right!","@116885 hey! we have more info about this here: https://t.co/pxbcq8glsi. give us a shout if you have any questions /rh @116886 hey paula, we appreciate your feedback! don't worry, we'll let our devs know this is something you'd like to see again /gk",0.28219652871056633,0.14285714285714285,0.24736168224721045
"<USER> I did, please bring this feature back! 😢 it was the most helpful tool for discovering new music",FEATURE_REQUEST,2,"@116885 @spotifycares brilliant, please keep me updated? much appreciate it. still hoping they will bring it back in full on the next update @116886 @spotifycares the truth is, although spotify cares, they've obviously already found the feature to not be useful to the masses. we are outliers. 😓","@116885 we're sorry if you feel that way. in any case, we appreciate your feedback on this. feel free to tweet us if there's anything else /gk",0.22307994599197656,0.14285714285714285,0.20302424520826812
"<USER> I did, please bring this feature back! 😢 it was the most helpful tool for discovering new music",FEATURE_REQUEST,3,"@spotifycares what happened to the ios tap and hold to preview a song feature? i loved it for queuing songs to a playlist. @spotifycares that stinks. can you make it a feature, off by default, that i can enable? @spotifycares i used to use that feature as an example of great ux. 😂🙈🙉🙊","@116885 hey! we have more info about this here: https://t.co/pxbcq8glsi. give us a shout if you have any questions /rh @116885 we hear you. we can’t make any promises but we’ll pass your feedback onto the right folks /rh @116885 we understand. don't worry, we'll let the right team know it's something you'd like to see again /ns",0.1967815413597005,0.14285714285714285,0.18330044173406107
<USER> I've tried the reinstall but the same error appears. This is quite frustrating as I have a premium subscription which I cannot use.,APP_TECHNICAL,1,@spotifycares @115890 groove music quits &amp; redirect to spotify. but the w10m app is a bugfest.. any further updates possible?,@115889 hey there! that doesn't sound good. what's happening exactly? can you let us know the app version you're using? /pb,0.22178293178561953,0.25,0.22883719883921466
<USER> I've tried the reinstall but the same error appears. This is quite frustrating as I have a premium subscription which I cannot use.,APP_TECHNICAL,2,@spotifycares @115890 groove music quits &amp; redirect to spotify. but the w10m app is a bugfest.. any further updates possible? @spotifycares 2/2... and there is no way to manage albums (recently added e.g.) in the app. it's a mess 😲 https://t.co/rlwuqllt8s,"@115889 hey there! that doesn't sound good. what's happening exactly? can you let us know the app version you're using? /pb @115889 got it. it's not possible at the moment, but we'll pass on the the suggestion. could you try reinstalling the app? /pb",0.17081116077998704,0.25,0.19060837058499028
<USER> I've tried the reinstall but the same error appears. This is quite frustrating as I have a premium subscription which I cannot use.,APP_TECHNICAL,3,"@spotifycares @115890 groove music quits &amp; redirect to spotify. but the w10m app is a bugfest.. any further updates possible? @spotifycares 2/2... and there is no way to manage albums (recently added e.g.) in the app. it's a mess 😲 https://t.co/rlwuqllt8s @spotifycares yes, multiple times. no changes. i am premium user an when @115890 send us users to spotify there should be a bugfree running app 🤨","@115889 hey there! that doesn't sound good. what's happening exactly? can you let us know the app version you're using? /pb @115889 got it. it's not possible at the moment, but we'll pass on the the suggestion. could you try reinstalling the app? /pb @115889 sorry to hear that. the spotify app on windows phone is currently in maintenance mode. more info here: https://t.co/ksq4qse4de /rs",0.16515800549289203,0.25,0.18636850411966902
<USER> I have not received a response,OTHER,1,"excuse me @115888 i have ✌🏽 songs that i never made available commercially, available on your service 🤔 who do i contact @spotifycares thanks 4 the speedy response but i think i discovered what’s going on, does the desktop app have a way to play music from personal folders?","@117212 1: hi there. don't worry, we'll look into this. can you send us the spotify uri? just right-click the track &gt; share &gt; uri. if you're on... @117212 2: here: https://t.co/sgmwfs1onz. let us know if you have other questions /ju",0.22700239739585215,0.0,0.1702517980468891
<USER> I have not received a response,OTHER,2,"excuse me @115888 i have ✌🏽 songs that i never made available commercially, available on your service 🤔 who do i contact @spotifycares thanks 4 the speedy response but i think i discovered what’s going on, does the desktop app have a way to play music from personal folders? @spotifycares fasho thank you for the help","@117212 1: hi there. don't worry, we'll look into this. can you send us the spotify uri? just right-click the track &gt; share &gt; uri. if you're on... @117212 2: here: https://t.co/sgmwfs1onz. let us know if you have other questions /ju @117212 no worries! just give us a shout if you need anything else. we're... https://t.co/zoxi69qsqg /ju",0.20498460555057602,0.0,0.15373845416293203
<USER> I have not received a response,OTHER,3,"excuse me @115888 i have ✌🏽 songs that i never made available commercially, available on your service 🤔 who do i contact","@117212 2: mobile, can you send us the song link instead? just tap the three dots &gt; share &gt; copy link. we look forward to your reply /ju",0.08798211504000979,0.0,0.06598658628000734
"<USER> Occasionally it works but if I ""next"" the song the album stops",PLAYBACK,1,"@spotifycares it'd be helpful if it showed the song greyed out as it's not on the phone yet, and simply gave me the option to offline/download the song. @spotifycares checked the three dots and saw the download option and then my song appeared. it works.. but it feels hidden. thank you for your interest :)",@117528 you're welcome! we can see how that’d be handy. thanks for taking the time to reach out – your feedback's been noted 📝 /kc,0.3881310498978191,0.0,0.2910982874233643
"<USER> Occasionally it works but if I ""next"" the song the album stops",PLAYBACK,2,"@spotifycares why is this album on spotify if it's not playable? it would be super if was available, this is #2ne1 playlist would be complete if it had all the songs from their first mini album https://t.co/ndn2hbtdfl @spotifycares i doubt it :/ but thank you for replying!","@116384 hey there! sometimes content gets temporarily removed because of licensing changes. hopefully we'll have them available again soon /mt @116384 you're welcome. not to worry, we'll pass on your feedback to the right team. if you ever need us again, just say the word. we're always here for you /mt",0.21683973937664802,0.125,0.19387980453248602
"<USER> Occasionally it works but if I ""next"" the song the album stops",PLAYBACK,3,"@spotifycares why is this album on spotify if it's not playable? it would be super if was available, this is #2ne1 playlist would be complete if it had all the songs from their first mini album https://t.co/ndn2hbtdfl",@116384 hey there! sometimes content gets temporarily removed because of licensing changes. hopefully we'll have them available again soon /mt,0.20211753061760082,0.125,0.1828381479632006
<USER> It’s a MacBook Pro - I click the song but it plays a different one,PLAYBACK,1,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates!","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb",0.23641525374846584,0.125,0.20856144031134938
<USER> It’s a MacBook Pro - I click the song but it plays a different one,PLAYBACK,2,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates! @spotifycares i tried it on web browser and it worked! 😊 @spotifycares desktop app still not working, but i got to see the cool thing (easter egg) so i’m ecstatic! 😊😊","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb @116128 hmm, let's see. could you confirm the exact spotify version of your desktop app? /kb",0.23341427359040315,0.125,0.20631070519280237
<USER> It’s a MacBook Pro - I click the song but it plays a different one,PLAYBACK,3,"@spotifycares it'd be helpful if it showed the song greyed out as it's not on the phone yet, and simply gave me the option to offline/download the song. @spotifycares checked the three dots and saw the download option and then my song appeared. it works.. but it feels hidden. thank you for your interest :)",@117528 you're welcome! we can see how that’d be handy. thanks for taking the time to reach out – your feedback's been noted 📝 /kc,0.26554304696072883,0.0,0.19915728522054663
<USER> iPhone 7! I am holding off on their latest software update though. 😜,DEVICE_PLATFORM,1,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates!","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb",0.28154239977391693,0.5,0.33615679983043767
<USER> iPhone 7! I am holding off on their latest software update though. 😜,DEVICE_PLATFORM,2,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates! @spotifycares i tried it on web browser and it worked! 😊 @spotifycares desktop app still not working, but i got to see the cool thing (easter egg) so i’m ecstatic! 😊😊","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb @116128 hmm, let's see. could you confirm the exact spotify version of your desktop app? /kb",0.24109356935051746,0.5,0.3058201770128881
