example_id,query,gold_intent,predicted_intent,classifier_confidence,retrieval_similarity,gold_resolution,gold_escalation,agent_action,decision_reason,response,grounded,needs_escalation
94,<USER> iOS 11.2 + there’s no specific messages or anything; the music just stops completely,PLAYBACK,PLAYBACK,0.21430423542493895,0.31773425654483156,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
95,<USER> The album is not currently on Spotify and I desperately need it to be. cc: <USER>,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.20147126801397375,0.3312295217332917,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
96,"<USER> Thank you kindly. I'm sure it makes for a better UX overall and is at least valid to test. Just a simple option to a song's context menu of ""Stop suggesting this artist"" or similar would be aces.",FEATURE_REQUEST,FEATURE_REQUEST,0.2522096034865134,0.33536105679092487,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
97,<USER> Galaxy S7. There isn't even an option to remove unlike playlists and albums <URL>,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.3644801677544483,0.3875436318102621,UNRESOLVED,,ANSWER,A sufficiently similar historical case was found.,"hi andrea. don't worry, help's here. can you tell us what device and browser you're using? we'll see what we can suggest /ju",True,False
98,"<USER> if it's helpful, i was able to get the songs to play on my amazon echo - but it still won't play through just the device though! <URL>",PLAYBACK,PLAYBACK,0.3450117944808736,0.3756227664253805,RESOLVED,,ANSWER,A sufficiently similar historical case was found.,"hey there! can you send us the spotify uri? just right-click the track &gt; share &gt; uri. also, what country is your spotify account set to? /ag",True,False
99,<USER> thanks but ill just go ahead and download the soundcloud app,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.1806697030144781,0.22254527563474863,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
100,"<USER> Hey, I don't think it is device specific, it has happened on two different android devices. I'm talking about the offline mode in-app.",PLAYBACK,PLAYBACK,0.21436589987769056,0.10753807672746585,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
101,<USER> South Africa <URL>,OTHER,OTHER,0.15881144553667811,0.0,UNCLEAR,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
102,<USER> Spotify deleted my mom and brother from my family account.,FAMILY_DUO,ACCOUNT_LOGIN,0.18105912872821758,0.41306585435831733,UNRESOLVED,,ANSWER,A sufficiently similar historical case was found.,hey richard! we’re sorry to hear that. check out for what to do next /ch we'd recommend deleting your last tweet as it contains sensitive account info. you can dm it to us instead /ny,True,False
103,<USER> Is she willing or not to drop it there? ;_ ;,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.18867826073858932,0.2421556075593087,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
104,<USER> iPhone 5s. Spotify version 8.4.22.515.,APP_TECHNICAL,DEVICE_PLATFORM,0.19495140357436677,0.08351833417065699,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
105,<USER> Appreciate it!! If they fix this (see Photo) then Originals will go head to head w/ my Netflix! <URL>,FEATURE_REQUEST,FEATURE_REQUEST,0.19189771572558395,0.34770474284363,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
106,"<USER> OS X: 10.12.6, Spotify: 1.0.65.320.gac7a8e02",APP_TECHNICAL,APP_TECHNICAL,0.22636770043293356,0.25310233236523716,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
107,<USER> Thankssss (:,OTHER,OTHER,0.14090148145380088,0.0,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
108,"<USER> iPhone 6, iOS 11.1.2, Spotify 8.4.28",FEATURE_REQUEST,APP_TECHNICAL,0.15443222900005546,0.33535004697026627,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
109,<USER> thx !! :),OTHER,OTHER,0.14090148145380088,0.0,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
110,<USER> Just did both and still stuck on that same southern comfort ad :(,APP_TECHNICAL,APP_TECHNICAL,0.1997110347538752,0.31519936688090666,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
111,<USER> Samsung GS7 edge android. It also happens on my desktop. I'm running win 10,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.21101632143891025,0.1487099767123357,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
112,<USER> Premium & when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,PLAYBACK,PLAYBACK,0.2826125333508784,0.22817572641257156,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
113,"<USER> That’s truly absurd, but I know it’s not your fault. Thanks for the link/explanation.",FEATURE_REQUEST,FEATURE_REQUEST,0.24996857668373923,0.26725923466082047,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
114,<USER> <USER> We need different paying methods..easy fix,BILLING_PAYMENT,BILLING_PAYMENT,0.4039588995004878,0.1440657981709685,INFORMATION_ONLY,,ESCALATE,Billing/payment issues may require account-specific investigation.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
115,"<USER> <USER> Mines hit and miss. Only sometimes shows the Spotify app when I go on multimedia. I’m just waiting for next Spotify update, otherwise going to Deezer",APP_TECHNICAL,APP_TECHNICAL,0.1638070428436397,0.17672686293381687,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
116,<USER> Yes. But only because you’re so much better than <USER>,OTHER,OTHER,0.18613219942218867,0.2643846716935154,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
117,<USER> little bit disappointing for those who can’t pay with credit cards only with iTunes/google play cards.,BILLING_PAYMENT,BILLING_PAYMENT,0.42980441955895665,0.2328855831116485,INFORMATION_ONLY,,ESCALATE,Billing/payment issues may require account-specific investigation.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
118,<USER> I am in UK,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.17204978579084587,0.2780905933245719,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
119,<USER> HI there - still getting the same message!,APP_TECHNICAL,APP_TECHNICAL,0.1776421294060189,0.34756173908682625,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
120,"<USER> apparently it’s gone, there was something to flag in Users & Groups ➔ Login Items. Thanks!",APP_TECHNICAL,APP_TECHNICAL,0.15281765226183797,0.26458886947288424,RESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
121,"<USER> Apple Music's limit is 100,000 songs. I would've understood if your response was that it's not economically feasible but it seems you lied",FEATURE_REQUEST,FEATURE_REQUEST,0.23797611341452954,0.35351603186548003,INFORMATION_ONLY,,ANSWER,A sufficiently similar historical case was found.,"hey! if you’re premium, you can connect your spotify account to the musixmatch mobile app to enjoy lyrics: /js",True,False
122,<USER> i tried to do this but it didn’t work. could be an update issue?,APP_TECHNICAL,APP_TECHNICAL,0.18513711289474824,0.28100778877863053,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
123,<USER> Thanks Spotify for taking care of this! Y'all the best ❤️,OTHER,FEATURE_REQUEST,0.15488239319817765,0.22785234219628792,RESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
124,<USER> I tried this. It seemed like it worked at first but it's back to doing the same thing.,APP_TECHNICAL,APP_TECHNICAL,0.17015739570935942,0.30255654216754524,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
125,<USER> Everything is updated to the newest update ffs,APP_TECHNICAL,APP_TECHNICAL,0.16226478363055535,0.35829236062798736,UNRESOLVED,,ANSWER,A sufficiently similar historical case was found.,"we're sorry if you feel that way. in any case, we appreciate your feedback on this. feel free to tweet us if there's anything else /gk",True,False
126,<USER> Do you guys know when it will be available?,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.21194181494747572,0.24376501675529538,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
127,<USER> I don't have the ad any more I had to close Spotify to stop it,APP_TECHNICAL,APP_TECHNICAL,0.1670927571366409,0.2546908232297219,RESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
128,"<USER> ...kidding? That was the 1st reply in that same thread, no use.",APP_TECHNICAL,APP_TECHNICAL,0.16612267616070597,0.1605317499712862,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
129,<USER> Ahh good to know thanks 😁,OTHER,OTHER,0.22079418183351193,0.21410410472442531,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
130,"<USER> Hi, on my laptop its only 1 year old and have sky fiber max internet",APP_TECHNICAL,APP_TECHNICAL,0.1717629767446608,0.2797122475294799,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
131,"<USER> wait, it seems to be working now",APP_TECHNICAL,APP_TECHNICAL,0.14459734130272411,0.19979154093010945,RESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
132,<USER> in the top left with the windows media thing instead of showing this (see picture attached) it shows that (see first tweet attachment) <URL>,APP_TECHNICAL,APP_TECHNICAL,0.1449979671620132,0.27197616511244754,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
133,<USER> Thank you I’ll have a look,OTHER,OTHER,0.3923611102656153,0.28069264711512065,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
134,<USER> Still nothing...,APP_TECHNICAL,PLAYBACK,0.23449189832553968,0.21326170307863285,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
135,<USER> Not really sure but it’s been months (2 or 3). Yes i have tried rebooting my Mac but that didnt work out either,APP_TECHNICAL,PLAYLIST_LIBRARY,0.16342912832537432,0.22895945069871534,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
136,<USER> you're very kind,OTHER,OTHER,0.21353013441273636,0.3090096507840142,UNCLEAR,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
137,<USER> Thank youN,OTHER,OTHER,0.36904454323755637,0.12180717331653539,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
138,<USER> i’m asking when!!!!!!,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.21600039265055285,0.25567595114884983,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
139,<USER> Voted and commented! Thank you for hearing me out!,FEATURE_REQUEST,OTHER,0.20455365039109963,0.33765357533490614,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
140,"<USER> Laptop, W11, I had to uninstall the damn app...",APP_TECHNICAL,APP_TECHNICAL,0.16366557209464885,0.20381869169983136,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
141,"<USER> Windows 8.1 64 bit and spotify 1.0.65.320.gac7a8e02, i just downloaded from the website and reinstalled, still doesn't work",APP_TECHNICAL,APP_TECHNICAL,0.23841097977696776,0.2567748343127912,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
142,<USER> <USER> HAHAHAHHA,OTHER,OTHER,0.1836132841212911,0.0,UNCLEAR,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
143,<USER> Yeah only when I click on share. Works totally fine otherwise.,APP_TECHNICAL,APP_TECHNICAL,0.16412734778665306,0.12343447316769054,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
144,<USER> I am not able to login (Settings are set to Offline mode) even that I am online (3g or WIFI). <URL>,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.33014965845824557,0.07712871048182154,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
145,<USER> Not really. I can see the files but your interface doesn’t let me view/play a specific local album. Right?,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.32212681997306986,0.10632301964531206,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
146,<USER> Just putting a lil drama here hahahah dont mind me. Keep doing u guys! Hearts from the PH!,OTHER,OTHER,0.15222700343910298,0.2380993725271815,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
147,"<USER> I still need help, my email was changed on me along with my password so this page didn’t help me unfortunately :/",ACCOUNT_SECURITY,ACCOUNT_SECURITY,0.6529328811751125,0.3184155416818478,UNRESOLVED,,ESCALATE,Account security issues require additional verification or human handling.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
148,<USER> Thanks just sent a message,OTHER,OTHER,0.24124769411133576,0.1780661644517338,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
149,"<USER> Sorry, this is on Sierra, not High Sierra. Haven't tested on the latter.",APP_TECHNICAL,CONTENT_AVAILABILITY,0.1498018440637503,0.20695893356700595,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
150,<USER> And thanks for sharing the link 😊,OTHER,OTHER,0.155421411329487,0.30196012755714596,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
151,"<USER> <USER> Don’t consider it, please just do it! Imagine watching a movie with no end credits—that would never fly in the film industry. Unfortunately we don’t have the industry-wide structures for enforcement, so someone needs to be a leader. Why not have it be <USER> ?",FEATURE_REQUEST,FEATURE_REQUEST,0.2540988717751822,0.2550684370643202,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
152,<USER> The latter. Has done for some but not for others.,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.3320662233633403,0.09114368805645258,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
153,<USER> I've done that when it started acting up and it didn't work,APP_TECHNICAL,APP_TECHNICAL,0.16514400242612076,0.21927866503019477,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
154,<USER> 🕺 👌 🤘😁🤙,OTHER,OTHER,0.14090148145380088,0.0,UNCLEAR,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
155,<USER> Thank for checking in and responding guys! Really appreciate it!,OTHER,OTHER,0.22524215308751605,0.2367418192009932,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
156,<USER> Still nothing! 😪😟,PLAYBACK,PLAYBACK,0.23449189832553968,0.21326170307863285,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
157,<USER> Thank you so much I'll be waiting for it mean while I listen to hefner by <USER>,OTHER,OTHER,0.25189127618712104,0.1872762619664444,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
158,"<USER> Why does it automatically appear for paying customers, though? And thanks!",FEATURE_REQUEST,FEATURE_REQUEST,0.2175926020384961,0.16060958832842187,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
159,<USER> I have just tried it yet it still hasn’t worked,APP_TECHNICAL,APP_TECHNICAL,0.19461765940112274,0.14209648917534487,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
160,"<USER> Nope, still can't get the songs to play.",PLAYBACK,PLAYBACK,0.2734248833640966,0.28182869997700627,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
161,<USER> Mobile app <URL>,APP_TECHNICAL,DEVICE_PLATFORM,0.15800767632249296,0.08661906743843513,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
162,<USER> Yes! Every time I have my phone on shuffle I get about 30 songs in a row that is purely two artists! No matter how many times I reshuffle,PLAYBACK,PLAYBACK,0.2520864970294986,0.1414659254901928,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
163,<USER> Thanks tell them my life depends on this show 🆘,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.23883259340866353,0.23116548184212088,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
164,"<USER> How can I do this if I can't log into any Spotify account from the PSN account? I open up the app and it doesnt give me any option to log in. It just gives me that error message. However, I do get the prompt to sign into a Spotify account on a different PSN account.",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.4801655091370988,0.2704323661725863,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
165,<USER> I️ was using Firefox,APP_TECHNICAL,APP_TECHNICAL,0.16703640847421256,0.20456289160536406,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
166,<USER> & This is why I still ♥ <USER> lol,OTHER,FEATURE_REQUEST,0.14685916274622968,0.2683854403718859,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
167,"<USER> Yes, the update was successful.",APP_TECHNICAL,APP_TECHNICAL,0.18689819156729087,0.1749215398485201,RESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
168,<USER> Nope. After a while it starts the issue again.,APP_TECHNICAL,APP_TECHNICAL,0.1945618798084802,0.19238621701209332,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
169,"<USER> Ok and thanks for prompt reply! But according to this article from <URL> it's ""in the works""? <URL>",CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.1644451474868264,0.14528100556355694,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
170,<USER> Done! I've just uninstalled it so let me know when I can reinstall:),APP_TECHNICAL,APP_TECHNICAL,0.134788518669332,0.17563728294753272,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
171,"<USER> Thanks for the reply, much appreciated & I ❤️ <USER> - There are 9,968 people who went to the trouble of voting for this since 2012. How many do you need to action it? <USER> <URL>",FEATURE_REQUEST,FEATURE_REQUEST,0.2682468678820747,0.194689001636842,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
172,<USER> Shuffle does not work on my Songs folder either,PLAYBACK,PLAYBACK,0.2985219702110682,0.26390909576472454,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
173,"<USER> This, where do I opt out? <URL>",FEATURE_REQUEST,FEATURE_REQUEST,0.2201095908753093,0.23233448483699132,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
174,"<USER> Done, thank you for the link!",OTHER,OTHER,0.2754015114647433,0.291291984308516,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
175,<USER> It keeps saying my email account is not associated with the account but yet this is where the emails come,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.35799800584045643,0.41415237212573225,UNRESOLVED,,ANSWER,A sufficiently similar historical case was found.,hey lauren! can you dm us your account's email address or username? we'll take a look /ns,True,False
176,<USER> I uninstalled the app and when I installed it a month later that is when I noticed the change . could be zoomed in some how ?,APP_TECHNICAL,CONTENT_AVAILABILITY,0.1514016371116836,0.2711031228320883,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
177,"<USER> I used facebook to sign in before and now when I try logging in, it doesn't let me sign in with my facebook password nor my facebook itself.",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.43397921546114954,0.1707852721205717,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
178,"<USER> I’m still having this issue. It seems others are too based on this forum thread. Are your app devs working on it? They need to fix it ASAP. I’m paying for premium, and It’s very annoying not to be able to shuffle! <URL>",PLAYBACK,PLAYBACK,0.18722633903204047,0.2218409616021303,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
179,<USER> I have both restarted and reinstalled.,APP_TECHNICAL,APP_TECHNICAL,0.1961588824939468,0.14344973445276588,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
180,<USER> Thanks for the link but obviously I am aware the playlist function is not on the Roku app. Please make your Roku app better. It’s terrible.,DEVICE_PLATFORM,DEVICE_PLATFORM,0.3865490112566656,0.1321994182469398,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
181,<USER> <USER> <URL>,OTHER,OTHER,0.19595300874368698,0.0,UNCLEAR,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
182,<USER> When I don't open the app in about 24 hours all my music are no longer downloaded,APP_TECHNICAL,APP_TECHNICAL,0.12088285471346755,0.2524934400128982,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
183,<USER> iPhone 7 iOS 11.0.2 Spotify 8.4.22.515,APP_TECHNICAL,APP_TECHNICAL,0.17801363930867345,0.25240447611657213,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
184,"<USER> <USER> Cmon, <USER> . She’s a prude. 😂",OTHER,OTHER,0.18931912632142392,0.0,UNCLEAR,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
185,<USER> Okay Spotify,OTHER,OTHER,0.19630325924022304,0.21491337279847478,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
186,<USER> 1) follow me if you’re better than Apple Music 2) the US I live here,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.23468924088025203,0.28602061196241113,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
187,<USER> Done! Sent!,OTHER,OTHER,0.2364726391209507,0.1263325163004468,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
188,<USER> listen here buddy. this isnt fingers crossed. im paying 9.99 a month to listen to my thugger so i better get it,CONTENT_AVAILABILITY,CONTENT_AVAILABILITY,0.18638768951827295,0.19065740154106767,UNRESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
